#1_tweetid,#2_tweet,#3_country_label,#2_tweet_clean
TRAIN_175,موه بخمسه عب ما باغي كذاك احسن انقل قيدي مكان ثاني,Oman,موه بخمسه عب ما باغي كذاك احسن انقل قيدي مكان ثاني
TRAIN_176,كنت كنلعب فالزنقه,Morocco,كنت كنلعب فالزنقه
TRAIN_177, USER  في مفاجأة لك بكرة,Saudi_Arabia, في مفاجاه لك بكره
TRAIN_178,"""انت اكيد شوفت البوست ده عشان الدعوة دي من نصيبك..\""ربنا ياخدك ويريحك\""""",Egypt,انت اكيد شوفت البوست ده عشان الدعوه دي من نصيبكربنا ياخدك ويريحك
TRAIN_179,الله يقبل منك وجزاك الله خير وماعليك زود,Syria,اله يقبل منك وجزاك اله خير وماعليك زود
TRAIN_180,من اول يوم كلت اسحبوا الثقة من اهل العمايم و الدين لانها عميلة لنفسها لانهم يريدون الناس خدام و عبيد الهم,Iraq,من اول يوم كلت اسحبوا الثقه من اهل العمايم والدين لانها عميله لنفسها لانهم يريدون الناس خدام وعبيد الهم
TRAIN_181,انا مالي في الكورة ابدا بس هذي الصورة واجد تضحك URL  …,Oman,انا مالي في الكوره ابدا بس هذي الصوره واجد تضحك 
TRAIN_182,دوري ع اللي ياخدك زي م انتي مش اللي يحولك لواحده متعرفيهاش ..!,Egypt,دوري ع الي ياخدك زي م انتي مش الي يحولك لواحده متعرفيهاش 
TRAIN_183,اصل انا كدا كدا بصحي بدري ف بروح اشوف صحابي,Egypt,اصل انا كدا كدا بصحي بدري ف بروح اشوف صحابي
TRAIN_184,للأسف ما اعرف انام الا على البطن وإذا قمت ألم ظهر,Syria,لاسف ما اعرف انام الا علي البطن واذا قمت الم ظهر
TRAIN_185,حاجه تقرف والله,Egypt,حاجه تقرف واله
TRAIN_186,ماشي فرق حتى فالخصم نفس الشي,Oman,ماشي فرق حتي فالخصم نفس الشي
TRAIN_187,اه صح كده في الفاينل بقا,Morocco,اه صح كده في الفاينل بقا
TRAIN_188,اليوم اخترت اغنية بكره ياحبيبي لورده URL ,Oman,اليوم اخترت اغنيه بكره ياحبيبي لورده 
TRAIN_189,ارحب ي ياكاريووووو اطلق اجنبي عندي,Syria,ارحب ي ياكاريو اطلق اجنبي عندي
TRAIN_190,تمسخر و ضحك عالجمهور وإعطاء أهمية كبيرة للضيوف عالطاولة رغم كل افعالن الفاسدة، امر مرفوض كليا #صار_الوقت,Lebanon,تمسخر وضحك عالجمهور واعطاء اهميه كبيره لضيوف عالطاوله رغم كل افعالن الفاسده امر مرفوض كليا صار الوقت
TRAIN_191,وانا اللي ظلمتك,Morocco,وانا الي ظلمتك
TRAIN_192,مونتاداسوؤدادي و حماه عيشتا في الأوطان تال المغرب ماتعيش فيه في سبيل الله !!!,Morocco,مونتاداسوءدادي وحماه عيشتا في الاوطان تال المغرب ماتعيش فيه في سبيل اله 
TRAIN_193,يوسف الحسيني فرحان ان عكاشة اتضرب بالجزمة مع اننا تعاطفنا مع يوسف لما اتضرب على قفاه من الخرفان,Egypt,يوسف الحسيني فرحان ان عكاشه اتضرب بالجزمه مع انا تعاطفنا مع يوسف لما اتضرب علي قفاه من الخرفان
TRAIN_194,حبيبي يا فودة وانت بخير وصحة وسعادة يا هندسة,Lebanon,حبيبي يافوده وانت بخير وصحه وسعاده ياهندسه
TRAIN_195,مايحتاج مجيد ماشاء الله منجد برز نفسه وبقوه URL  …,Saudi_Arabia,مايحتاج مجيد ماشاء اله منجد برز نفسه وبقوه 
TRAIN_196,اكيد بيقرروا..نحنا عم نعطي رأي ونتناقش..فقط .. ونتمنى...ينسمع رأينا,Syria,اكيد بيقروانحنا عم نعطي راي ونتناقشفقط ونتمنيينسمع راينا
TRAIN_197,جالى إحباط م السنةة قبل ما ادخلهاا .. :( #يـــارب,Egypt,جالي احباط م السنه قبل ما ادخلها يارب
TRAIN_198,شو نفع البكي؟,Egypt,شو نفع البكي
TRAIN_199,خل نحسبها الكعدة وعوفة الفراش المزعجة الوقت والتبديل والميك اب والركض على خط والحر بالدوام + الازدحامات يرادلج سبوعين فكانسي بسطنبول ورة هيج يوم,Iraq,خل نحسبها الكعده وعوفه الفراش المزعجه الوقت والتبديل والميك اب والركض علي خط والحر بالدوام الازدحامات يرادلج سبوعين فكانسي بسطنبول وره هيج يوم
TRAIN_200,إي ممكن إذا ترجمت يومياتك البريطانية بعد عمر طويل بكون فيه chapter عن يوميات الإندومي وآلاء,Syria,اي مكن اذا ترجمت يومياتك البريطانيه بعد عمر طويل بكون فيه عن يوميات الاندومي والاء
TRAIN_201,حريم انسجنوا (25) سنة مع بعض أول ما طلعوا من السجن وقفوا عند باب السجن ساعتين يسولفون,Saudi_Arabia,حريم انسجنوا سنه مع بعض اول ما طلعوا من السجن وقفوا عند باب السجن ساعتين يسولفون
TRAIN_202,مش مُهم ، عشان لا إنتوا هتفهموا ولا أنا هشرح.,Egypt,مش مهم عشان لا انتوا هتفهموا ولا انا هشرح
TRAIN_203,اليسا مافي كليب؟؟ بدي انام Goodnight  USER ,Djibouti,اليسا مافي كليب بدي انام 
TRAIN_204,واضح الاختبار كان حلو,Oman,واضح الاختبار كان حلو
TRAIN_205, USER  لا لا ماديريش على بعضهم ايهاب ولدنا ومنا و فينا,Algeria, لا لا ماديريش علي بعضهم ايهاب ولدنا ومنا وفينا
TRAIN_206,حذفي ورجعي نزلي,Iraq,حذفي ورجعي نزلي
TRAIN_207,لا ولو يا شذا انتو اكبر اووووو مش قصدي عن الخدمات والله,Palestine,لا ولو ياشذا انتو اكبر او مش قصدي عن الخدمات واله
TRAIN_208,الف مبروك يا عزة و ربنا يتمم عليكي بخير,Lebanon,الف مبروك ياعزه وربنا يتم عليكي بخير
TRAIN_209,اجلد هم جلد,Saudi_Arabia,اجلد هم جلد
TRAIN_210,إيه الدرجات بنت الوسخة دي يا جامعتي؟,Egypt,ايه الدرجات بنت الوسخه دي ياجامعتي
TRAIN_211,اعتقد صاحبه فكرة لفه دي هي سرين,Djibouti,اعتقد صاحبه فكره لفه دي هي سرين
TRAIN_212,شوفلي تذكره تكفى تكفى تكفى,Saudi_Arabia,شوفلي تذكره تكفي تكفي تكفي
TRAIN_213,— لا الموضوع دا خط احمر ي قطه☻  URL  …,Morocco, لا الموضوع دا خط احمر ي قطه 
TRAIN_214,هذي خربت لي حياتي يومين م كنت محتاج لهن لكن حدث مالا يتوقع URL ,Oman,هذي خربت لي حياتي يومين م كنت محتاج لهن لكن حدث مالا يتوقع 
TRAIN_215,انا بموت جوايا وببكى على حالى URL  …,Egypt,انا بموت جوايا وبكي علي حالي 
TRAIN_216,لالا كله كلاكيع تكسر الظهر,Iraq,لالا كله كلاكيع تكسر الظهر
TRAIN_217,اي شي الا شباك الحارة,Syria,اي شي الا شباك الحاره
TRAIN_218,انا بتوقعله موسم ناجح إن شاء الله,Egypt,انا بتوقعله موسم ناجح ان شاء اله
TRAIN_219,اذا هم تلفوا مدري كم مليار كالوا غرك بالمجاري,Iraq,اذا هم تلفوا مدري كم مليار كالوا غرك بالمجاري
TRAIN_220,ابعثلي نص البيان الله يحفضك,Algeria,ابعثلي نص البيان اله يحفضك
TRAIN_221,أكيد غلط والله أعلم URL  …,Mauritania,اكيد غلط واله اعلم 
TRAIN_222,- ابسط انواع العذاب غرفة ما يوصلها النت ›,Saudi_Arabia, ابسط انواع العذاب غرفه ما يوصلها النت 
TRAIN_223,ياخي اغبياء مرا,Saudi_Arabia,ياخي اغبياء مرا
TRAIN_224,ياعملاء تركيا بعتوا البلاد وبالنسبة لفرنسا راهو اصلهم من قبايل برقة URL ,Libya,ياعملاء تركيا بعتوا البلاد وبالنسبه لفرنسا راهو اصلهم من قبايل برقه 
TRAIN_225,تدخلي للقلب بسرعة و حكياتك تجنن متلك  URL  …,Algeria,تدخلي لقلب بسرعه وحكياتك تجن متلك 
TRAIN_226,انا في نفسي اووى  URL  …,Morocco,انا في نفسي اوي 
TRAIN_227,يلي قمرة فلونك قولي كيف بنوصل بحر عيونك,Somalia,يلي قمره فلونك قولي كيف بنوصل بحر عيونك
TRAIN_228,شغل ملف صوتي لمحاضرة ممله وبتنام,Iraq,شغل ملف صوتي لمحاضره مله وبتنام
TRAIN_229,الصراحة يستاهل شهر العسل,Morocco,الصراحه يستاهل شهر العسل
TRAIN_230,عطيتها مصاري مشي الحال,Syria,عطيتها مصاري مشي الحال
TRAIN_231,من اكثر الفرق الاندرغراوند العربية يلي بحبها. عظيمين من اغاني لكلمات لبرفورمنس، على امل يجوا لبنان قبل ما كون رحت  URL  …,Lebanon,من اكثر الفرق الاندرغراوند العربيه يلي بحبها عظيمين من اغاني لكلمات لبرفورمنس علي امل يجوا لبنان قبل ما كون رحت 
TRAIN_232,بروح للمريخ امرج؟,United_Arab_Emirates,بروح لمريخ امرج
TRAIN_233,الناس صلت التراويح واحنا لسا ماأدن,Algeria,الناس صلت التراويح واحنا لسا مادن
TRAIN_234,اكول يا جماعة صدوك شنو موضوع سيد مقتدى يكولون عنده ورمه يعني هذا الخبر صحيح لو يشاقه ويانه ..,Iraq,اكول ياجماعه صدوك شنو موضوع سيد مقتدي يكولون عنده ورمه يعني هذا الخبر صحيح لو يشاقه ويانه 
TRAIN_235,مشكله السنقل لما يصور صور حلوه ومايدري يوريها مين...,Saudi_Arabia,مشكله السنقل لما يصور صور حلوه ومايدري يوريها مين
TRAIN_236,رتويت لي دي لو الاتنين م عندك شغلة بيهم URL  …,Yemen,رتويت لي دي لو الاتنين م عندك شغله بيهم 
TRAIN_237,اذا انت بل عراق اشكر اللة لهسة عايش وكامل صحتك يا احلام يابطيخ,Iraq,اذا انت بل عراق اشكر اله لهسه عايش وكامل صحتك يااحلام يابطيخ
TRAIN_238,ومنو طلب منج ادافعين من اجلنه والله عايشه الدور,Iraq,ومنو طلب منج ادافعين من اجلنه واله عايشه الدور
TRAIN_239,إذا ما في تلج ما في خوف من الانزلاق,Yemen,اذا ما في تلج ما في خوف من الانزلاق
TRAIN_240,رايحه وين دورين عيوره,Iraq,رايحه وين دورين عيوره
TRAIN_241,عايش علي امل ان حاجة تحصل تغير كل الي انا فيه..,Egypt,عايش علي امل ان حاجه تحصل تغير كل الي انا فيه
TRAIN_242,لحظه لحظه وين تبين تسكتين البيب؟؟,United_Arab_Emirates,لحظه لحظه وين تبين تسكتين البيب
TRAIN_243,▬•●◕(1)◕●•▬▬▬◕ عاوز تكبر صفحتك للمليون انضم الي اكبر جروب تبادل علي الفيس بوك ↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓↓...  URL ,Tunisia, عاوز تكبر صفحتك لمليون انضم الي اكبر جروب تبادل علي الفيس بوك 
